,DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,IRRADIATION,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,CLOUD_COVER,HUMIDITY,PRESSURE,WINDSPEED,,,,,,,,
87,15/5/2020 21:45,0,0,87463,0,22.23682847,20.91441667,46.5,37.8,1003.59,5.02,,,,,,,,
88,15/5/2020 22:00,0,0,87463,0,22.22185843,20.89570393,42,43.07,1003.84,4.79,,,,,,,,
89,15/5/2020 22:15,0,0,87463,0,22.14931253,20.73218587,42,43.07,1003.84,4.79,,,,,,,,
90,15/5/2020 22:30,0,0,87463,0,22.10471387,20.82985207,42,43.07,1003.84,4.79,,,,,,,,
91,15/5/2020 22:45,0,0,87463,0,22.05707993,21.07227567,42,43.07,1003.84,4.79,,,,,,,,
92,15/5/2020 23:00,0,0,87463,0,22.23601831,21.24131654,37.5,48.33,1004.1,4.56,,,,,,,,
93,16/5/2020 2:00,0,0,0,0,21.68216,20.072144,40.33,39.8,1005.77,3.18,,,,,,,,
94,16/5/2020 2:15,0,0,0,0,21.6884114,19.9192038,40.33,39.8,1005.77,3.18,,,,,,,,
95,16/5/2020 2:30,0,0,0,0,21.51040853,19.59269193,40.33,39.8,1005.77,3.18,,,,,,,,
96,16/5/2020 2:45,0,0,0,0,21.496287,19.6248698,40.33,39.8,1005.77,3.18,,,,,,,,
97,16/5/2020 3:00,0,0,0,0,21.6459126,20.06520593,44,32.9,1006.48,2.6,,,,,,,,
98,16/5/2020 3:15,0,0,0,0,21.6743142,20.11216013,44,32.9,1006.48,2.6,,,,,,,,
99,16/5/2020 3:30,0,0,0,0,21.73142093,20.351884,44,32.9,1006.48,2.6,,,,,,,,
100,16/5/2020 3:45,0,0,0,0,21.78016573,20.50589407,44,32.9,1006.48,2.6,,,,,,,,
101,16/5/2020 4:00,0,0,0,0,21.85855536,20.81391043,47.67,27.4,1005.71,3.29,,,,,,,,
102,16/5/2020 4:15,0,0,0,0,21.89991073,20.71264033,47.67,27.4,1005.71,3.29,,,,,,,,
103,16/5/2020 4:30,0,0,0,0,21.92704853,20.72603773,47.67,27.4,1005.71,3.29,,,,,,,,
104,16/5/2020 4:45,0,0,0,0,22.0286844,20.79640287,47.67,27.4,1005.71,3.29,,,,,,,,
105,16/5/2020 5:00,0,0,0,0,21.93278,20.6822592,51.33,21.9,1004.94,3.98,,,,,,,,
106,16/5/2020 5:15,0,0,0,0,21.86625167,20.47236933,51.33,21.9,1004.94,3.98,,,,,,,,
107,16/5/2020 5:30,0,0,0,0,21.87658507,20.76019287,51.33,21.9,1004.94,3.98,,,,,,,,
108,16/5/2020 5:45,0,0,0,0.000147169,21.95998927,20.5434348,51.33,21.9,1004.94,3.98,,,,,,,,
109,16/5/2020 6:00,1131.053571,109.1625,1.571428572,0.006205959,21.9232375,20.25681407,55,16.4,1004.17,4.67,,,,,,,,
110,16/5/2020 6:15,7475.339286,722.45,90.73214286,0.023633737,21.8604004,20.4303872,55,16.4,1004.17,4.67,,,,,,,,
111,16/5/2020 6:30,15531.42857,1505.285714,364.4285715,0.049514968,21.98583367,21.195638,55,16.4,1004.17,4.67,,,,,,,,
112,16/5/2020 6:45,24837.35714,2414.701786,844.1428572,0.079269643,22.13967073,22.18941033,55,16.4,1004.17,4.67,,,,,,,,
113,16/5/2020 7:00,34152.96429,3337.728571,1554.517857,0.109037968,22.45271393,23.1112346,52.67,16.53,1003.19,3.97,,,,,,,,
114,16/5/2020 7:15,43348.05357,4249.375,2492.464286,0.138115452,22.6524518,24.24170127,52.67,16.53,1003.19,3.97,,,,,,,,
115,16/5/2020 7:30,54443.98214,5338.832143,3675.803571,0.174117525,22.97513853,25.66848753,52.67,16.53,1003.19,3.97,,,,,,,,
116,16/5/2020 7:45,75347.57143,7404.75,5239.196429,0.243642806,23.38855407,27.93747607,52.67,16.53,1003.19,3.97,,,,,,,,
117,16/5/2020 8:00,92338.64286,9070.471429,7313.928571,0.298052989,23.8905234,30.79129613,50.33,16.67,1002.2,3.28,,,,,,,,
118,16/5/2020 8:15,105235.3036,10321.04107,9738.428571,0.338650411,24.42785433,33.0092104,50.33,16.67,1002.2,3.28,,,,,,,,
119,16/5/2020 8:30,130559.5893,12793.21429,12581.16071,0.427548953,25.16689847,36.6061888,50.33,16.67,1002.2,3.28,,,,,,,,
120,16/5/2020 8:45,142487.0179,13958.07679,15980.78571,0.470081485,25.75717567,38.89201073,50.33,16.67,1002.2,3.28,,,,,,,,
121,16/5/2020 9:00,140956.3036,13808.62679,19501.75,0.461185769,25.99942227,38.70590013,48,16.8,1001.21,2.58,,,,,,,,
122,16/5/2020 9:15,127605.1429,12505.04643,22719.85714,0.41958991,26.29700733,39.34378447,48,16.8,1001.21,2.58,,,,,,,,
123,16/5/2020 9:30,129779.4107,12717.13036,25885.82143,0.420493884,26.59366867,39.87995233,48,16.8,1001.21,2.58,,,,,,,,
124,16/5/2020 9:45,161148.2321,15778.14286,29357.875,0.540593679,27.03096947,41.82566533,48,16.8,1001.21,2.58,,,,,,,,
125,16/5/2020 10:00,161620.1607,15823.0625,33606.30357,0.491453022,27.61135453,46.07265193,45.67,15.93,1000.91,2.76,,,,,,,,
126,16/5/2020 10:15,156988.0357,15370.61786,37151.33929,0.469728831,27.93121329,44.468571,45.67,15.93,1000.91,2.76,,,,,,,,
127,16/5/2020 10:30,206873.0893,20231.725,41729.91071,0.654436842,28.2829874,48.962665,45.67,15.93,1000.91,2.76,,,,,,,,
128,16/5/2020 10:45,183095.4286,17914.65714,46531.17857,0.595521375,28.78232633,50.154118,45.67,15.93,1000.91,2.76,,,,,,,,
129,16/5/2020 11:00,177344.375,17355.68214,50857.83929,0.575263897,29.1554974,49.15606887,43.33,15.07,1000.61,2.95,,,,,,,,
130,16/5/2020 11:15,167348.3571,16382.225,55151.375,0.542374875,29.3643758,48.12385467,43.33,15.07,1000.61,2.95,,,,,,,,
131,16/5/2020 11:30,157634.875,15434.82679,59174.82143,0.493430553,29.6892496,46.51825533,43.33,15.07,1000.61,2.95,,,,,,,,
132,16/5/2020 11:45,194969.0179,19073.22857,63265.73214,0.62278731,29.8473918,47.0438902,43.33,15.07,1000.61,2.95,,,,,,,,
133,16/5/2020 12:00,198417.8393,19409.38393,68117.66072,0.662004302,30.08986207,50.09181933,41,14.2,1000.31,3.13,,,,,,,,
134,16/5/2020 12:15,164938.3571,16146.92143,72740,0.540425129,30.37689871,48.67528186,41,14.2,1000.31,3.13,,,,,,,,
135,16/5/2020 12:30,228677.5536,22351.07143,77410.21429,0.76711941,30.8864686,50.44957047,41,14.2,1000.31,3.13,,,,,,,,
136,16/5/2020 12:45,245404.1964,23955.61429,83231.75,0.812240641,31.2210448,54.23274553,41,14.2,1000.31,3.13,,,,,,,,
137,16/5/2020 13:00,191385.5179,18721.41786,88657.19643,0.636164586,31.31397713,52.8518024,42.67,16.53,1001.21,2.91,,,,,,,,
138,16/5/2020 13:15,233783.1786,22843.68214,93901.625,0.733243599,31.66299653,52.0534832,42.67,16.53,1001.21,2.91,,,,,,,,
139,16/5/2020 13:30,185596.8393,18158.72857,99005.14286,0.583864739,31.61725667,49.747872,42.67,16.53,1001.21,2.91,,,,,,,,
140,16/5/2020 13:45,155359.8571,15212.20357,103092.7679,0.502392484,31.3661072,47.2997298,42.67,16.53,1001.21,2.91,,,,,,,,
141,16/5/2020 14:00,138304.0179,13548.99643,106775.3393,0.435684946,31.42362873,46.57489593,44.33,18.87,1002.11,2.68,,,,,,,,
142,16/5/2020 14:15,187844.4821,18380.15,110655.2679,0.595977137,31.98976833,47.82889013,44.33,18.87,1002.11,2.68,,,,,,,,
143,16/5/2020 14:30,163898.1429,16046.51607,115194.25,0.534500986,32.24326421,48.35548621,44.33,18.87,1002.11,2.68,,,,,,,,
144,16/5/2020 14:45,160488.7321,15714.44464,119100.1429,0.514964407,32.3501976,46.20359727,44.33,18.87,1002.11,2.68,,,,,,,,
145,16/5/2020 15:00,157761.0536,15448.59821,122927.6071,0.503626383,32.43687973,45.77020907,46,21.2,1003.01,2.46,,,,,,,,
146,16/5/2020 15:15,130584.2143,12795.34464,126558.1607,0.419735824,32.52414947,45.84053753,46,21.2,1003.01,2.46,,,,,,,,
147,16/5/2020 15:30,111366.8929,10918.89286,129491.6429,0.349962358,32.3280254,43.17009267,46,21.2,1003.01,2.46,,,,,,,,
148,16/5/2020 15:45,84875.46429,8340.45,131875.9107,0.261408532,32.10339147,39.81443887,46,21.2,1003.01,2.46,,,,,,,,
149,16/5/2020 16:00,74288.82143,7303.142857,133816.7679,0.227681253,32.02910173,37.712012,47.67,24.23,1003.71,2.48,,,,,,,,
150,16/5/2020 16:15,62692.46428,6150.505357,135491.9821,0.191869824,31.9597596,36.30115747,47.67,24.23,1003.71,2.48,,,,,,,,
151,16/5/2020 16:30,57192.375,5608.755357,136983.5536,0.175596984,31.90710457,35.77269607,47.67,24.23,1003.71,2.48,,,,,,,,
152,16/5/2020 16:45,48707.75,4775.560714,138270.8393,0.150128168,31.88745533,34.78123607,47.67,24.23,1003.71,2.48,,,,,,,,
153,16/5/2020 17:00,43256.57143,4240.298214,139414.2857,0.133743208,31.74708247,33.73915807,49.33,27.27,1004.4,2.49,,,,,,,,
154,16/5/2020 17:15,35250.16072,3448.071429,140379.0714,0.109053603,31.54080187,32.7458964,49.33,27.27,1004.4,2.49,,,,,,,,
155,16/5/2020 17:30,25881.78572,2516.755357,141132.1607,0.079587311,31.30016687,31.59976787,49.33,27.27,1004.4,2.49,,,,,,,,
156,16/5/2020 17:45,16533.91071,1603.101786,141650.1964,0.050450764,31.0485982,30.12416173,49.33,27.27,1004.4,2.49,,,,,,,,
157,16/5/2020 18:00,8626.339286,833.8285714,141954.4643,0.026212863,30.31168413,28.36227433,51,30.3,1005.09,2.51,,,,,,,,
158,16/5/2020 18:15,2770.267857,267.325,142092.6429,0.008812281,29.54822573,26.94033807,51,30.3,1005.09,2.51,,,,,,,,
159,16/5/2020 18:30,0,0,142114,0.00035945,28.97306333,25.9079486,51,30.3,1005.09,2.51,,,,,,,,
160,16/5/2020 18:45,0,0,142114,0,28.6859842,25.50321853,51,30.3,1005.09,2.51,,,,,,,,
161,16/5/2020 19:00,0,0,142114,0,28.31019579,25.37907214,48,36.4,1004.87,4.59,,,,,,,,
162,16/5/2020 19:15,0,0,142114,0,27.9578898,25.1996236,48,36.4,1004.87,4.59,,,,,,,,
163,16/5/2020 19:30,0,0,142114,0,27.57085773,25.1651774,48,36.4,1004.87,4.59,,,,,,,,
164,16/5/2020 19:45,0,0,142114,0,27.256431,24.9509702,48,36.4,1004.87,4.59,,,,,,,,
165,16/5/2020 20:00,0,0,142114,0,26.9411986,24.4972452,45,42.5,1004.65,6.66,,,,,,,,
166,16/5/2020 20:15,0,0,142114,0,26.70199373,24.07971407,45,42.5,1004.65,6.66,,,,,,,,
167,16/5/2020 20:30,0,0,142114,0,26.483793,23.82730513,45,42.5,1004.65,6.66,,,,,,,,
168,16/5/2020 20:45,0,0,142114,0,26.31202486,23.62220114,45,42.5,1004.65,6.66,,,,,,,,
169,16/5/2020 21:00,0,0,142114,0,26.0082478,23.32152507,42,48.6,1004.43,8.74,,,,,,,,
170,16/5/2020 21:15,0,0,142114,0,25.61655473,22.952588,42,48.6,1004.43,8.74,,,,,,,,
171,16/5/2020 21:30,0,0,142114,0,25.28644193,22.64899693,42,48.6,1004.43,8.74,,,,,,,,
172,16/5/2020 21:45,0,0,142114,0,25.1239094,22.43270273,42,48.6,1004.43,8.74,,,,,,,,
173,16/5/2020 22:00,0,0,142114,0,25.0534728,22.2860412,39,51.93,1004.66,7.56,,,,,,,,
174,16/5/2020 22:15,0,0,142114,0,24.8400106,22.0829142,39,51.93,1004.66,7.56,,,,,,,,
175,16/5/2020 22:30,0,0,142114,0,24.61206653,21.97715853,39,51.93,1004.66,7.56,,,,,,,,
176,16/5/2020 22:45,0,0,142114,0,24.49298086,22.05269729,39,51.93,1004.66,7.56,,,,,,,,
177,16/5/2020 23:00,0,0,142114,0,24.46162507,22.18635247,36,55.27,1004.9,6.38,,,,,,,,
178,16/5/2020 23:15,0,0,142114,0,24.39256807,22.2029236,36,55.27,1004.9,6.38,,,,,,,,
179,16/5/2020 23:30,0,0,142114,0,24.3780212,22.11262207,36,55.27,1004.9,6.38,,,,,,,,
180,16/5/2020 23:45,0,0,130779,0,24.2493468,21.81421107,36,55.27,1004.9,6.38,,,,,,,,
181,17/5/2020 0:00,0,0,4908,0,24.17016593,21.63149,33,58.6,1005.13,5.2,,,,,,,,
182,17/5/2020 0:15,0,0,0,0,24.01153147,21.6482788,33,58.6,1005.13,5.2,,,,,,,,
183,17/5/2020 0:30,0,0,0,0,23.8949484,21.48822633,33,58.6,1005.13,5.2,,,,,,,,
184,17/5/2020 0:45,0,0,0,0,23.936809,21.51564464,33,58.6,1005.13,5.2,,,,,,,,
185,17/5/2020 1:00,0,0,0,0,23.87931507,21.53955707,27.5,56.27,1005.39,5.95,,,,,,,,
186,17/5/2020 1:15,0,0,0,0,23.75795087,21.39526567,27.5,56.27,1005.39,5.95,,,,,,,,
187,17/5/2020 1:30,0,0,0,0,23.73213194,21.87146944,27.5,56.27,1005.39,5.95,,,,,,,,
188,17/5/2020 1:45,0,0,0,0,23.72653607,21.64628907,27.5,56.27,1005.39,5.95,,,,,,,,
189,17/5/2020 2:00,0,0,0,0,23.5248778,21.33722527,22,53.93,1005.64,6.7,,,,,,,,
190,17/5/2020 2:15,0,0,0,0,23.45815413,21.35768833,22,53.93,1005.64,6.7,,,,,,,,
191,17/5/2020 2:30,0,0,0,0,23.3887412,21.38264987,22,53.93,1005.64,6.7,,,,,,,,
192,17/5/2020 2:45,0,0,0,0,23.26528493,21.25517264,22,53.93,1005.64,6.7,,,,,,,,
193,17/5/2020 3:00,0,0,0,0,23.3172954,21.50079127,16.5,51.6,1005.89,7.45,,,,,,,,
194,17/5/2020 3:15,0,0,0,0,23.2138916,21.4639018,16.5,51.6,1005.89,7.45,,,,,,,,
195,17/5/2020 3:30,0,0,0,0,22.9518738,20.87708947,16.5,51.6,1005.89,7.45,,,,,,,,
196,17/5/2020 3:45,0,0,0,0,22.941931,20.8091066,16.5,51.6,1005.89,7.45,,,,,,,,
197,17/5/2020 4:00,0,0,0,0,22.86391193,20.7552002,11,42.5,1005.78,6.28,,,,,,,,
198,17/5/2020 4:15,0,0,0,0,22.82215787,20.88553047,11,42.5,1005.78,6.28,,,,,,,,
199,17/5/2020 4:30,0,0,0,0,22.8671814,21.15483607,11,42.5,1005.78,6.28,,,,,,,,
200,17/5/2020 4:45,0,0,0,0,22.74696047,21.0750916,11,42.5,1005.78,6.28,,,,,,,,
201,17/5/2020 5:00,0,0,0,0,22.56799927,20.84764007,5.5,33.4,1005.67,5.1,,,,,,,,
202,17/5/2020 5:15,0,0,0,0,22.57251407,20.91312521,5.5,33.4,1005.67,5.1,,,,,,,,
203,17/5/2020 5:30,0,0,0,0,22.5491474,21.07022893,5.5,33.4,1005.67,5.1,,,,,,,,
204,17/5/2020 5:45,0,0,0,0.000333455,22.5879394,21.22639153,5.5,33.4,1005.67,5.1,,,,,,,,
205,17/5/2020 6:00,33.875,3.2625,0.125,0.004784626,22.69311313,21.41633907,0,24.3,1005.56,3.93,,,,,,,,
206,17/5/2020 6:15,2686.321429,259.1571429,24.14285714,0.012349708,22.79481627,21.68954673,0,24.3,1005.56,3.93,,,,,,,,
207,17/5/2020 6:30,9962.357143,963.4142857,165.8928571,0.034180881,22.68567307,21.89033827,0,24.3,1005.56,3.93,,,,,,,,
208,17/5/2020 6:45,19398.21429,1883.044643,504.1071429,0.067904608,22.94856573,22.59763193,0,24.3,1005.56,3.93,,,,,,,,
209,17/5/2020 7:00,31089.03572,3034.264286,1116.857143,0.106996056,23.29249893,23.8324564,16.67,22.07,1004.01,5.11,,,,,,,,
210,17/5/2020 7:15,54007.76786,5296.4375,2154.25,0.196433397,23.61099233,25.83404733,16.67,22.07,1004.01,5.11,,,,,,,,
